size_count,color_1,color_2,color_3,color_4,color_5,product_code
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_08
7.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_11
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_13
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_14
7.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_01
3.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_02
7.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_04
4.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_05
3.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_16
6.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_18
6.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_20
6.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_21
9.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_01
10.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_03
6.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_06
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_02
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_04
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_06
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_08
2.0,PUMA Black,PUMA Navy-Electric Lime-PUMA White,Grape Mist-PUMA White,,,378291_04
6.0,PUMA Black,PUMA Navy-Electric Lime-PUMA White,Grape Mist-PUMA White,,,378291_11
6.0,PUMA Black,PUMA Navy-Electric Lime-PUMA White,Grape Mist-PUMA White,,,378291_14
7.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_01
3.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_02
7.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_04
4.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_05
3.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_16
6.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_18
6.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_20
6.0,Puma Black-CASTLEROCK,High Risk Red-Puma Black,Peacoat,Dusty Orchid,Puma White-Ultra Blue-PUMA Black,377048_21
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_02
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_03
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_05
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_02
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_03
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_05
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_02
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_03
6.0,Silver Mist-Cobalt Glaze,Alpine Snow-Turquoise Surf-Whisp Of Pink,PUMA Black-Sparkling Green-Clementine,,,379443_05
5.0,,,,,,379538_03
7.0,PUMA Black-PUMA White-PUMA Silver,PUMA White-PUMA Black,Warm White-Chili Oil,,,108127_01
7.0,PUMA Black-PUMA White-PUMA Silver,PUMA White-PUMA Black,Warm White-Chili Oil,,,108127_02
5.0,PUMA Black-PUMA White-PUMA Silver,PUMA White-PUMA Black,Warm White-Chili Oil,,,108127_03
7.0,PUMA Black-PUMA White-PUMA Silver,PUMA White-PUMA Black,Warm White-Chili Oil,,,108127_01
7.0,PUMA Black-PUMA White-PUMA Silver,PUMA White-PUMA Black,Warm White-Chili Oil,,,108127_02
5.0,PUMA Black-PUMA White-PUMA Silver,PUMA White-PUMA Black,Warm White-Chili Oil,,,108127_03
6.0,Glacial Gray-Matte Rose Gold,Speed Green-PUMA Black,,,,394707_03
6.0,Glacial Gray-Matte Rose Gold,Speed Green-PUMA Black,,,,394707_05
4.0,,,,,,390882_03
4.0,,,,,,378916_01
5.0,,,,,,393819_01
2.0,,,,,,392512_01
6.0,,,,,,393301_02
6.0,,,,,,391696_02
1.0,PUMA Black-Harbor Mist,PUMA Black-PUMA Red,PUMA White-Ash Gray,,,390025_01
6.0,PUMA Black-Harbor Mist,PUMA Black-PUMA Red,PUMA White-Ash Gray,,,390025_07
6.0,PUMA Black-Harbor Mist,PUMA Black-PUMA Red,PUMA White-Ash Gray,,,390025_08
17.0,,,,,,392138_01
11.0,,,,,,392059_01
5.0,,,,,,391566_01
1.0,,,,,,393543_01
1.0,,,,,,393542_01
1.0,,,,,,307847_01
6.0,,,,,,393137_01
6.0,,,,,,393182_01
6.0,,,,,,394832_01
6.0,,,,,,392522_01
8.0,,,,,,387035_01
6.0,,,,,,394768_01
5.0,,,,,,379233_01
6.0,,,,,,387363_01
6.0,,,,,,375429_01
6.0,,,,,,387364_02
6.0,,,,,,388730_02
3.0,Puma Black-Quarry,Intense Blue-Puma White,,,,386919_01
6.0,Puma Black-Quarry,Intense Blue-Puma White,,,,386919_02
6.0,Puma Black-Quarry-Puma White,PUMA Black-Harbor Mist-High Risk Red,,,,386918_01
6.0,Puma Black-Quarry-Puma White,PUMA Black-Harbor Mist-High Risk Red,,,,386918_04
6.0,,,,,,375678_05
1.0,Puma Black-High Risk Red,Peacoat-Puma White,,,,368483_01
6.0,Puma Black-High Risk Red,Peacoat-Puma White,,,,368483_02
6.0,,,,,,388850_01
5.0,Team Regal Red-PUMA White,PUMA Navy-PUMA Silver,,,,378513_01
6.0,Team Regal Red-PUMA White,PUMA Navy-PUMA Silver,,,,378513_03
6.0,,,,,,387961_05
5.0,,,,,,381368_02
6.0,,,,,,381009_02
14.0,,,,,,391333_01
5.0,Team Regal Red-PUMA White,PUMA Navy-PUMA Silver,,,,378513_01
6.0,Team Regal Red-PUMA White,PUMA Navy-PUMA Silver,,,,378513_03
2.0,Puma Black-High Risk Red,Peacoat-Dandelion,,,,371166_01
4.0,Puma Black-High Risk Red,Peacoat-Dandelion,,,,371166_02
4.0,,,,,,385320_05
4.0,PUMA Black-PUMA White,Inky Blue-Ash Gray-PUMA White,,,,388698_02
6.0,PUMA Black-PUMA White,Inky Blue-Ash Gray-PUMA White,,,,388698_04
1.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_03
1.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_05
4.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_06
3.0,,,,,,385070_02
5.0,,,,,,387186_01
6.0,,,,,,376189_01
8.0,,,,,,381693_01
3.0,Puma Black-Quarry,Intense Blue-Puma White,,,,386919_01
6.0,Puma Black-Quarry,Intense Blue-Puma White,,,,386919_02
4.0,,,,,,378514_01
6.0,,,,,,376957_01
3.0,,,,,,388838_02
3.0,,,,,,388892_03
2.0,,,,,,388792_03
6.0,,,,,,380698_01
3.0,Puma Black-Ultra Gray,Ultra Gray-Puma White-Puma Black,,,,194866_01
6.0,Puma Black-Ultra Gray,Ultra Gray-Puma White-Puma Black,,,,194866_03
6.0,Puma Black-Puma White,CASTLEROCK-Puma White,Dark Denim-Puma White,Rhubarb-Puma Black,,377282_01
6.0,Puma Black-Puma White,CASTLEROCK-Puma White,Dark Denim-Puma White,Rhubarb-Puma Black,,377282_02
6.0,Puma Black-Puma White,CASTLEROCK-Puma White,Dark Denim-Puma White,Rhubarb-Puma Black,,377282_03
6.0,Puma Black-Puma White,CASTLEROCK-Puma White,Dark Denim-Puma White,Rhubarb-Puma Black,,377282_04
6.0,Puma Black-High Risk Red,Asphalt-Puma White,Peacoat-Puma White,,,377280_01
6.0,Puma Black-High Risk Red,Asphalt-Puma White,Peacoat-Puma White,,,377280_03
6.0,Puma Black-High Risk Red,Asphalt-Puma White,Peacoat-Puma White,,,377280_04
2.0,,,,,,191034_04
2.0,Peacoat-Puma White,Puma Black-High Risk Red-Puma White,PUMA Black-PUMA White,,,195110_01
5.0,Peacoat-Puma White,Puma Black-High Risk Red-Puma White,PUMA Black-PUMA White,,,195110_03
1.0,Peacoat-Puma White,Puma Black-High Risk Red-Puma White,PUMA Black-PUMA White,,,195110_05
3.0,,,,,,194887_01
1.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_03
1.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_05
4.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_06
1.0,,,,,,373049_05
1.0,PUMA Black-For All Time Red,PUMA Navy-Fizzy Lime-PUMA White,Feather Gray-PUMA Black-PUMA Silver,,,379992_01
6.0,PUMA Black-For All Time Red,PUMA Navy-Fizzy Lime-PUMA White,Feather Gray-PUMA Black-PUMA Silver,,,379992_02
1.0,PUMA Black-For All Time Red,PUMA Navy-Fizzy Lime-PUMA White,Feather Gray-PUMA Black-PUMA Silver,,,379992_03
1.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_03
1.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_05
4.0,Peacoat-Limepunch,Chocolate Brown-Pebble,PUMA Black-Gray Violet,,,385072_06
3.0,Puma Black-Ultra Gray,Ultra Gray-Puma White-Puma Black,,,,194866_01
6.0,Puma Black-Ultra Gray,Ultra Gray-Puma White-Puma Black,,,,194866_03
2.0,Peacoat-Puma White,Puma Black-High Risk Red-Puma White,PUMA Black-PUMA White,,,195110_01
5.0,Peacoat-Puma White,Puma Black-High Risk Red-Puma White,PUMA Black-PUMA White,,,195110_03
1.0,Peacoat-Puma White,Puma Black-High Risk Red-Puma White,PUMA Black-PUMA White,,,195110_05
1.0,Puma Black-Puma White,Quarry-Fizzy Yellow-Puma White,Peacoat-High Risk Red-Puma White,,,195112_01
2.0,Puma Black-Puma White,Quarry-Fizzy Yellow-Puma White,Peacoat-High Risk Red-Puma White,,,195112_02
6.0,Puma Black-Puma White,Quarry-Fizzy Yellow-Puma White,Peacoat-High Risk Red-Puma White,,,195112_03
1.0,,,,,,306849_02
6.0,,,,,,393490_02
7.0,PUMA Black-PUMA Red-PUMA White,Concrete Gray-Ash Gray,,,,378777_01
6.0,PUMA Black-PUMA Red-PUMA White,Concrete Gray-Ash Gray,,,,378777_02
4.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_01
7.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_02
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_03
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_05
3.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_06
1.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_07
1.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_08
5.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_10
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_17
5.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_18
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_19
4.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_20
4.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_23
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_27
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_28
4.0,PUMA Black-Rosso Corsa,PUMA White-Rosso Corsa,,,,307512_03
3.0,PUMA Black-Rosso Corsa,PUMA White-Rosso Corsa,,,,307512_04
6.0,Archive Green-Purple Pop,Racing Blue-Hot Heat,Ultra Blue-Speed Green,,,393473_01
3.0,Archive Green-Purple Pop,Racing Blue-Hot Heat,Ultra Blue-Speed Green,,,393473_02
4.0,Archive Green-Purple Pop,Racing Blue-Hot Heat,Ultra Blue-Speed Green,,,393473_03
2.0,Puma Black-Puma Black,PUMA Black-PUMA White,PUMA White-PUMA Black,,,307249_01
3.0,Puma Black-Puma Black,PUMA Black-PUMA White,PUMA White-PUMA Black,,,307249_03
3.0,Puma Black-Puma Black,PUMA Black-PUMA White,PUMA White-PUMA Black,,,307249_04
3.0,PUMA Black-Rosso Corsa,PUMA White-Rosso Corsa,,,,307195_03
3.0,PUMA Black-Rosso Corsa,PUMA White-Rosso Corsa,,,,307195_04
3.0,Puma White-Puma Black-Puma Team Gold,Puma White-Puma White-Puma Team Gold,,,,385839_01
4.0,Puma White-Puma Black-Puma Team Gold,Puma White-Puma White-Puma Team Gold,,,,385839_02
1.0,,,,,,387998_11
1.0,,,,,,383107_25
6.0,PUMA Black-Yellow Sizzle,Alpine Snow-Inky Blue,,,,377062_05
5.0,PUMA Black-Yellow Sizzle,Alpine Snow-Inky Blue,,,,377062_06
7.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_01
3.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_06
6.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_09
5.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_11
7.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_12
6.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_13
7.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_01
3.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_06
6.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_09
5.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_11
7.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_12
6.0,PUMA Black-PUMA White-PUMA Silver,Fast Yellow-PUMA Black,Flat Dark Gray-Warm White-Hazelnut,PUMA Black-Yellow Burst-PUMA White,Eucalyptus-PUMA White-PUMA Black,377970_13
6.0,PUMA Black-PUMA White,Ultra Blue-Fire Orchid-PUMA White-PUMA Black,,,,378381_07
7.0,PUMA Black-PUMA White,Ultra Blue-Fire Orchid-PUMA White-PUMA Black,,,,378381_14
6.0,Ash Gray-Cast Iron,PUMA White-PUMA Black,,,,393161_01
4.0,Ash Gray-Cast Iron,PUMA White-PUMA Black,,,,393161_02
6.0,PUMA Black-PUMA White,Ultra Blue-Fire Orchid-PUMA White-PUMA Black,,,,378381_07
7.0,PUMA Black-PUMA White,Ultra Blue-Fire Orchid-PUMA White-PUMA Black,,,,378381_14
6.0,PUMA Black-PUMA White,Rosso Corsa-PUMA White,PUMA Black-Rosso Corsa,Rosso Corsa-PUMA Black,,307515_01
5.0,PUMA Black-PUMA White,Rosso Corsa-PUMA White,PUMA Black-Rosso Corsa,Rosso Corsa-PUMA Black,,307515_02
6.0,PUMA Black-PUMA White,Rosso Corsa-PUMA White,PUMA Black-Rosso Corsa,Rosso Corsa-PUMA Black,,307515_04
6.0,PUMA Black-PUMA White,Rosso Corsa-PUMA White,PUMA Black-Rosso Corsa,Rosso Corsa-PUMA Black,,307515_05
2.0,Elektro Purple-Fizzy Lime,Ash Gray-Blissful Blue,Green Fog-PUMA Black,Ash Gray-For All Time Red,PUMA White-Rickie Orange,387672_19
4.0,Elektro Purple-Fizzy Lime,Ash Gray-Blissful Blue,Green Fog-PUMA Black,Ash Gray-For All Time Red,PUMA White-Rickie Orange,387672_28
6.0,Elektro Purple-Fizzy Lime,Ash Gray-Blissful Blue,Green Fog-PUMA Black,Ash Gray-For All Time Red,PUMA White-Rickie Orange,387672_30
6.0,Elektro Purple-Fizzy Lime,Ash Gray-Blissful Blue,Green Fog-PUMA Black,Ash Gray-For All Time Red,PUMA White-Rickie Orange,387672_32
6.0,Elektro Purple-Fizzy Lime,Ash Gray-Blissful Blue,Green Fog-PUMA Black,Ash Gray-For All Time Red,PUMA White-Rickie Orange,387672_33
3.0,PUMA Black-Silver Mist,Yellow Blaze-PUMA Black,PUMA Black-Fire Orchid,PUMA White-Fire Orchid,,107478_01
6.0,PUMA Black-Silver Mist,Yellow Blaze-PUMA Black,PUMA Black-Fire Orchid,PUMA White-Fire Orchid,,107478_02
2.0,PUMA Black-Silver Mist,Yellow Blaze-PUMA Black,PUMA Black-Fire Orchid,PUMA White-Fire Orchid,,107478_03
3.0,PUMA Black-Silver Mist,Yellow Blaze-PUMA Black,PUMA Black-Fire Orchid,PUMA White-Fire Orchid,,107478_04
6.0,PUMA Black-PUMA White,PUMA Navy-PUMA White,Rose Dust-PUMA Silver,Frosted Ivory-PUMA White-Rose Gold,PUMA Black-Neon Sun,378209_01
4.0,PUMA Black-PUMA White,PUMA Navy-PUMA White,Rose Dust-PUMA Silver,Frosted Ivory-PUMA White-Rose Gold,PUMA Black-Neon Sun,378209_02
6.0,PUMA Black-PUMA White,PUMA Navy-PUMA White,Rose Dust-PUMA Silver,Frosted Ivory-PUMA White-Rose Gold,PUMA Black-Neon Sun,378209_04
1.0,PUMA Black-PUMA White,PUMA Navy-PUMA White,Rose Dust-PUMA Silver,Frosted Ivory-PUMA White-Rose Gold,PUMA Black-Neon Sun,378209_06
6.0,PUMA Black-PUMA White,PUMA Navy-PUMA White,Rose Dust-PUMA Silver,Frosted Ivory-PUMA White-Rose Gold,PUMA Black-Neon Sun,378209_07
6.0,PUMA Black-PUMA White,PUMA Navy-PUMA White,Rose Dust-PUMA Silver,Frosted Ivory-PUMA White-Rose Gold,PUMA Black-Neon Sun,378209_09
6.0,PUMA Black-PUMA White,PUMA Navy-PUMA White,Rose Dust-PUMA Silver,Frosted Ivory-PUMA White-Rose Gold,PUMA Black-Neon Sun,378209_10
6.0,PUMA Black-PUMA White,PUMA Navy-PUMA White,Rose Dust-PUMA Silver,Frosted Ivory-PUMA White-Rose Gold,PUMA Black-Neon Sun,378209_11
7.0,PUMA Black-Rosso Corsa-PUMA White,Rosso Corsa-PUMA White,,,,307836_01
5.0,PUMA Black-Rosso Corsa-PUMA White,Rosso Corsa-PUMA White,,,,307836_02
6.0,PUMA Black-PUMA Black,Sedate Gray-Sedate Gray,,,,393314_01
6.0,PUMA Black-PUMA Black,Sedate Gray-Sedate Gray,,,,393314_02
2.0,PUMA Black-Strong Gray,PUMA White-Fizzy Lime,Feather Gray-Cool Mid Gray,PUMA White-Inky Blue,PUMA Black-Team Light Blue,391174_04
2.0,PUMA Black-Strong Gray,PUMA White-Fizzy Lime,Feather Gray-Cool Mid Gray,PUMA White-Inky Blue,PUMA Black-Team Light Blue,391174_05
6.0,PUMA Black-Strong Gray,PUMA White-Fizzy Lime,Feather Gray-Cool Mid Gray,PUMA White-Inky Blue,PUMA Black-Team Light Blue,391174_07
7.0,PUMA Black-Strong Gray,PUMA White-Fizzy Lime,Feather Gray-Cool Mid Gray,PUMA White-Inky Blue,PUMA Black-Team Light Blue,391174_08
6.0,PUMA Black-Strong Gray,PUMA White-Fizzy Lime,Feather Gray-Cool Mid Gray,PUMA White-Inky Blue,PUMA Black-Team Light Blue,391174_09
6.0,PUMA Black-Strong Gray,PUMA White-Fizzy Lime,Feather Gray-Cool Mid Gray,PUMA White-Inky Blue,PUMA Black-Team Light Blue,391174_10
6.0,PUMA Black-Strong Gray,PUMA White-Fizzy Lime,Feather Gray-Cool Mid Gray,PUMA White-Inky Blue,PUMA Black-Team Light Blue,391174_11
1.0,PUMA White-Spectra Green-Spectra Green,PUMA Black-Spectra Green-Spectra Green,,,,306846_09
2.0,PUMA White-Spectra Green-Spectra Green,PUMA Black-Spectra Green-Spectra Green,,,,306846_10
1.0,,,,,,307959_02
2.0,Digi-blue-Dresden Blue-Fusion Coral,Foxglove-Peachskin-Sharp Green,,,,374889_04
2.0,Digi-blue-Dresden Blue-Fusion Coral,Foxglove-Peachskin-Sharp Green,,,,374889_05
6.0,,,,,,339835_04
4.0,Puma White-Elektro Green-Bluemazing,Bluemazing-Elektro Green-Puma White,PUMA White-Ultra Orange-Fast Yellow,Ultra Orange-Fast Yellow-PUMA White,PUMA White-Ultra Blue-Yellow Blaze,106669_03
6.0,Puma White-Elektro Green-Bluemazing,Bluemazing-Elektro Green-Puma White,PUMA White-Ultra Orange-Fast Yellow,Ultra Orange-Fast Yellow-PUMA White,PUMA White-Ultra Blue-Yellow Blaze,106669_04
6.0,Puma White-Elektro Green-Bluemazing,Bluemazing-Elektro Green-Puma White,PUMA White-Ultra Orange-Fast Yellow,Ultra Orange-Fast Yellow-PUMA White,PUMA White-Ultra Blue-Yellow Blaze,106669_05
7.0,Puma White-Elektro Green-Bluemazing,Bluemazing-Elektro Green-Puma White,PUMA White-Ultra Orange-Fast Yellow,Ultra Orange-Fast Yellow-PUMA White,PUMA White-Ultra Blue-Yellow Blaze,106669_06
7.0,Puma White-Elektro Green-Bluemazing,Bluemazing-Elektro Green-Puma White,PUMA White-Ultra Orange-Fast Yellow,Ultra Orange-Fast Yellow-PUMA White,PUMA White-Ultra Blue-Yellow Blaze,106669_07
6.0,Puma White-Elektro Green-Bluemazing,Bluemazing-Elektro Green-Puma White,PUMA White-Ultra Orange-Fast Yellow,Ultra Orange-Fast Yellow-PUMA White,PUMA White-Ultra Blue-Yellow Blaze,106669_08
6.0,PUMA Black-PUMA White,Electric Peppermint-PUMA White-Fast Yellow,,,,107227_02
6.0,PUMA Black-PUMA White,Electric Peppermint-PUMA White-Fast Yellow,,,,107227_03
5.0,Ultra Orange-PUMA White-Blue Glimmer,PUMA Black-PUMA White,,,,107226_01
3.0,Ultra Orange-PUMA White-Blue Glimmer,PUMA Black-PUMA White,,,,107226_02
4.0,Puma White-Elektro Green-Bluemazing,Bluemazing-Elektro Green-Puma White,PUMA White-Ultra Orange-Fast Yellow,Ultra Orange-Fast Yellow-PUMA White,PUMA White-Ultra Blue-Yellow Blaze,106669_03
6.0,Puma White-Elektro Green-Bluemazing,Bluemazing-Elektro Green-Puma White,PUMA White-Ultra Orange-Fast Yellow,Ultra Orange-Fast Yellow-PUMA White,PUMA White-Ultra Blue-Yellow Blaze,106669_04
