shoe_name,org_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color 1,color 2,color 3,color 4,color 5
PUMA Wired Unisex Shoes,"₹2,099","₹3,499",https://in.puma.com/in/en/pd/puma-wired-unisex-shoes/366970?swatch=01&referrer-category=mens-shoes,Unisex,,,366970_02,Shoes,,,,6,2,Puma,Puma Black-Puma Black-Puma Black,Puma White-Puma White-Puma White,,,
PUMA x one8 Shuffle Better V3 Men's Sneakers,"₹5,519","₹6,499",https://in.puma.com/in/en/pd/puma-x-one8-shuffle-better-v3-mens-sneakers/393294?swatch=02&referrer-category=mens-shoes,Men,,,393294_01,Sneakers,,,,6,2,Puma,PUMA White-Amazon Green-Puma Team Gold,PUMA Black-PUMA White-Puma Team Gold,,,
PUMA x one8 Shuffle Better V3 Men's Sneakers,"₹5,519","₹6,499",https://in.puma.com/in/en/pd/puma-x-one8-shuffle-better-v3-mens-sneakers/393294?swatch=02&referrer-category=mens-shoes,Men,,,393294_02,Sneakers,,,,6,2,Puma,PUMA White-Amazon Green-Puma Team Gold,PUMA Black-PUMA White-Puma Team Gold,,,
Game Unisex Sneakers,"₹2,159","₹4,499",https://in.puma.com/in/en/pd/game-unisex-sneakers/386763?swatch=01&referrer-category=mens-shoes,Unisex,,,386763_01,Sneakers,,,,6,3,Puma,Quarry-Puma White-Peacoat,Puma Black-Puma White,Peacoat-Vibrant Orange-Puma White,,
Game Unisex Sneakers,"₹1,929","₹4,499",https://in.puma.com/in/en/pd/game-unisex-sneakers/386763?swatch=01&referrer-category=mens-shoes,Unisex,,,386763_02,Sneakers,,,,6,3,Puma,Quarry-Puma White-Peacoat,Puma Black-Puma White,Peacoat-Vibrant Orange-Puma White,,
Game Unisex Sneakers,"₹2,109","₹4,499",https://in.puma.com/in/en/pd/game-unisex-sneakers/386763?swatch=01&referrer-category=mens-shoes,Unisex,,,386763_03,Sneakers,,,,6,3,Puma,Quarry-Puma White-Peacoat,Puma Black-Puma White,Peacoat-Vibrant Orange-Puma White,,
Pacer Styx Men's Running Sneakers,"₹2,019","₹4,499",https://in.puma.com/in/en/pd/pacer-styx-mens-running-sneakers/375431?swatch=01&referrer-category=mens-shoes,Men,,,375431_01,Running Sneakers,,,,6,2,Puma,Puma Black-Limepunch-Puma White,Peacoat-Vibrant Orange-Puma Black,,,
Pacer Styx Men's Running Sneakers,"₹2,249","₹4,499",https://in.puma.com/in/en/pd/pacer-styx-mens-running-sneakers/375431?swatch=01&referrer-category=mens-shoes,Men,,,375431_02,Running Sneakers,,,,6,2,Puma,Puma Black-Limepunch-Puma White,Peacoat-Vibrant Orange-Puma Black,,,
PUMA Wired Unisex Shoes,"₹2,099","₹3,499",https://in.puma.com/in/en/pd/puma-wired-unisex-shoes/366970?swatch=02&referrer-category=mens-shoes,Unisex,,,366970_01,Shoes,,,,6,2,Puma,Puma Black-Puma Black-Puma Black,Puma White-Puma White-Puma White,,,
PUMA Wired Unisex Shoes,"₹2,099","₹3,499",https://in.puma.com/in/en/pd/puma-wired-unisex-shoes/366970?swatch=02&referrer-category=mens-shoes,Unisex,,,366970_02,Shoes,,,,6,2,Puma,Puma Black-Puma Black-Puma Black,Puma White-Puma White-Puma White,,,
